,review_content,rating
1576,  Excellent Product. Great online shopping experience with Amazon,5.0 out of 5 stars
1577,  This memory card is best but sd adpator is chines .29.8gb space .bhut hard memory card🤗🤗🤗🤗🤗🤗👈👈👍👍👍👍👍👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌,5.0 out of 5 stars
1578,  It's a pure scam...uhs-1 class 10/u3 universal standard write speed is 30mb/sec..... it's only writing 20mb/s,3.0 out of 5 stars
1579,  Excellent Card Works Flawlessly,5.0 out of 5 stars
1580,"  Value of money,Fast transfer class 10 memory card.Thank you Amazon",5.0 out of 5 stars
1581,  Super,4.0 out of 5 stars
1582,  Has to be the best card I have ever used till now on my phone,5.0 out of 5 stars
1583,  Best to buy this sd card..very good and the cost is less and worthy..you can go with this product 👍,5.0 out of 5 stars
1584,"   Awesome ProductJustxliked it.i have ordered two of these .1 i am using since 2017, now i bought another...price has become high.but product is very good.Afterall SAMSUNG is samsung..",5.0 out of 5 stars
1585,  Good,5.0 out of 5 stars
1586,  For durability I have to wait. Otherwise good.,5.0 out of 5 stars
1587,  The storage capacity of this SD card is very good .This is working without a problem for almost oneyearand gives 100percentage value for my money,5.0 out of 5 stars
1588,  Good product,4.0 out of 5 stars
1589,  Fast transfer..,5.0 out of 5 stars
1590,  64 GB की जगह 59 GB storage capacity बता रहा है। product बहुत बढ़िया है।,4.0 out of 5 stars
1591,  Samsung name is sufficient to purchase.very good quality.,5.0 out of 5 stars
1592,  Good quality...purchased few months ago.,4.0 out of 5 stars
1593,  Superb writing Speeds It is awesome,5.0 out of 5 stars
1594,"  Very nice product you can store HD, Full HD and even 4k videos/movies without any hustle.  Easy to install and storage capacity enough for any device.",5.0 out of 5 stars
1595,  Best product at best price from Samsungbetter speed compared to all othersLove all amazon products ☺☺😎😎,5.0 out of 5 stars
1596,  Using it for my dashcam which recorded video continuously. Working like a charm.,5.0 out of 5 stars
1597,  First of all its is made in china andThey said its 32gb but i got 29gb. How ???,2.0 out of 5 stars
1598,"  Not sure if it is UHS class 3. Sign says 3, package label says 1. Confused !!",3.0 out of 5 stars
1599,  Best on this price,5.0 out of 5 stars
1600,  Installed on Samsung S7Edge - works great,5.0 out of 5 stars
1601,  Suits well for action cameras.Read Speed : 44 MB/sWrite Speed : 20 MB/s,5.0 out of 5 stars
1602,  excellent delivery plus excellent product........surely trust amazon for these and other products,5.0 out of 5 stars
1603,"  More than a year has passed, I am still using it.",5.0 out of 5 stars
1604,  Good product,5.0 out of 5 stars
1605,  Nice original product,5.0 out of 5 stars
1606,  Work wells.. but too costly  actually the original price are rs.350 only,3.0 out of 5 stars
1607,  100% original product... this is my 5th order with amazon.. I m happy with this... 😊 thnx,5.0 out of 5 stars
1608,  Good product,5.0 out of 5 stars
1609,  Best available Micro SD Card out there.,5.0 out of 5 stars
1610,  Very good product nice service but I couldn't check  its water resistance quality.,5.0 out of 5 stars
1611,  Good,4.0 out of 5 stars
1612,  i have 16 gb earlier and finally have 32gb its doing great will update later.,5.0 out of 5 stars
1613,"  Its been month now from the purchase & the memory card is working fine. Performance is as mentioned in the Product description, overall I'm satisfied with this product! Recommended!",5.0 out of 5 stars
1614,  At 1st the card seemed to work fine.. now it doesn't to respond quickly to reading saved data..,3.0 out of 5 stars
1615,"  Much better, easily accessible and full storage capacity. It's a great option.",4.0 out of 5 stars
1616,  Product is good.Good speed.Is originalI hope this one is better than san disk.,5.0 out of 5 stars
1617,  It's a good one and as per the specification...functionality yet to be observed,4.0 out of 5 stars
1618,"  I always prefer Samsung.i got the original 64gb.Best value for money and speed is good. Awesome, satisfied.",5.0 out of 5 stars
1619,  Good speed and works as per spec,5.0 out of 5 stars
1620,  Reliable storage solution bit speeds are not even close to what is being advertised,5.0 out of 5 stars
1621,  Its excellent memory card with 117GB storage n speed is more than enough. Hope memory card works for a longer period of time without getting crash or error issues,5.0 out of 5 stars
1622,  Happy,4.0 out of 5 stars
1623,  I am reviewing this product after 1 month of use....with  Redmi note 4.....Speed : Good and smooth.....Usable storage.... I got 32Gb....Best in grade....All credit to samsung and Amazon....,5.0 out of 5 stars
1624,  Good product.,4.0 out of 5 stars
1625,  Nice,5.0 out of 5 stars
1626,  Good product,5.0 out of 5 stars
1627,  good,4.0 out of 5 stars
1628,  OkOkFine,5.0 out of 5 stars
1629,  Working very speed,5.0 out of 5 stars
1630,  Samsung EVO Plus series memory cards are best affordable memory cards available right now. Having very good Read/Write speed of 90MB/s and 29MB/s respectively.,4.0 out of 5 stars
1631,  Good product..it's little faster than my old card.,4.0 out of 5 stars
1632,  Good product..It's original...I brought this memory card in 660/-,5.0 out of 5 stars
1633,  The best on terms of quality for the price,5.0 out of 5 stars
1634,  Original product.,5.0 out of 5 stars
1635,"  Very expensive, slows down your phone if not the RAM is super high",5.0 out of 5 stars
1636,  Satisfied,5.0 out of 5 stars
1637,  बेहतरीन that's all which we demand from a memory card. Good Storage easy to install and use.,5.0 out of 5 stars
1638,  Value for money,5.0 out of 5 stars
1639,  Excellent Card Super Ultra Fast,5.0 out of 5 stars
1640,"  The galaxy SD card has very speed data transferring capability i.e. 100mb/s , it has very secure to save data on it..",5.0 out of 5 stars
1641,  Transfer speeds are as stated,5.0 out of 5 stars
1642,"  Memory card look is so nice and work fast for pasting files in GB. and one adapter with package of memory card.Memory card inserting  a laptop with the help of adapter and viewed  full storage of memory card and storing files,music,videos etc.",5.0 out of 5 stars
1643,  सब अच्छा लगा हमको,5.0 out of 5 stars
1644,  Good product,4.0 out of 5 stars
1645,  I have used this memory card for Samsung A7 and M20. It is not suitable for memory card tray.,3.0 out of 5 stars
1646,  Samsung is a household name. It's products are too good and the pricing is not much on the pockets. This MSD works faster and better. It is quite easy to install. As easy as plug and play.,5.0 out of 5 stars
1647,  Excellent memory card thanks amazon great read write speeds and the colour of memory card is good too. The adapter shiiped with it also makes it usable on cameras which is an added advantage.great quality samsung.,5.0 out of 5 stars
1648,  Nice,5.0 out of 5 stars
1649,  Awesome product,5.0 out of 5 stars
1650,  average performance not so good,4.0 out of 5 stars
1651,  Good product by Samsung in this price range. Go for it.,4.0 out of 5 stars
1652,  Great product . Its the second time i bought. The previous one last upto 5years along with my phone.,5.0 out of 5 stars
1653,  V good performance,5.0 out of 5 stars
1654,  Authentic product good one out,5.0 out of 5 stars
1655,"  This is good but didnt see the improved performance of my cell. It is same what it was before. Although i was looking for good memory for my phone, finally i found it.",4.0 out of 5 stars
1656,"  It is very good looking and very attractive memory card. The quality and built of this memory card is also very good. The technical specifications of this memory card are also attractive in this price range. The Packing and delivery of the product, done by Amazon is also very good.",5.0 out of 5 stars
1657,  Best operational use,4.0 out of 5 stars
1658,"  I am almost 5 years old user of Samsung memory cards and the old one are still working, only for the memory size, I bought the new one, thanks Samsung",5.0 out of 5 stars
1659,  Very good sd card(64gb) with write speed upto 30mbps as checked im my laptop. Used it for phone storage!Adaptor also working properly!,5.0 out of 5 stars
1660,  It is not good memory because it's not good space 29.8gb  space is available  and not 32gb space in this memory card,1.0 out of 5 stars
1661,  It's not working any of my phone.. Viviv7 &  Samsung A70 😑,1.0 out of 5 stars
1662,  Fast and furious. Works like internal memory. Quick and fast,5.0 out of 5 stars
1663,  Compatible with other mobile brands.,4.0 out of 5 stars
1664,"  Maybe my bad luck, It has damaged after the 3rd month. I looked the comment box most of the people facing the same issues so I dont recommend. Please dont buy.",1.0 out of 5 stars
1665,  Super,5.0 out of 5 stars
1666,  Useful to storage,5.0 out of 5 stars
1667,  Best product in this price segment.  It's speed is much faster than other daySd card in this price. ❤ thanks to Amazon,5.0 out of 5 stars
1668,  Its fast 🤟👍👍,5.0 out of 5 stars
1669,  Loved it,5.0 out of 5 stars
1670,  Good,4.0 out of 5 stars
1671,  have  no problems works  perfectly  ......,5.0 out of 5 stars
1672,  Genuine product...,4.0 out of 5 stars
1673,  This is the second memory card I am buying - same description - over the last 6 months. Would have preferred a higher GB memory card,4.0 out of 5 stars
1674,"  It is up to my expectations, I'm fully satisfied. Go for it without any doubt.",5.0 out of 5 stars
1675,  Memory is good in this price at all.But  the storage available is only 59GB not 64GB.,5.0 out of 5 stars
1676,  Good,4.0 out of 5 stars
1677,"  Amazing product & fast delivery,Samsung 32GB evo card good speed awesome working,Very good... I rated 5star for this item...",5.0 out of 5 stars
1678,  Nice product as expected :)The space that we get is Full 32GB which is a nice thing and as it is Class 10 card so the speed is also good.Also it is cheaper than Sanddisk 32GB class10 card ;),5.0 out of 5 stars
1679,  Excellent product,5.0 out of 5 stars
1680,  Excellent,5.0 out of 5 stars
1681,  All true as per the product details.,5.0 out of 5 stars
1682,"  great price,original product still working fine valu for money",3.0 out of 5 stars
1683,  Fast installation,5.0 out of 5 stars
1684,  Nice one easy to use,5.0 out of 5 stars
1685,"  I ordered 32 gb but after getting it, it shows only 29.8 gb,,,, Other memory card are better than this",3.0 out of 5 stars
1686,  It works in mobile but does not work in my tablet other 32 gb micro sd card works,1.0 out of 5 stars
1687,  Good,5.0 out of 5 stars
1688,  Very bad experience with this. I already replace it but still facing the problem so I return it for refund. And still waiting for refund.,1.0 out of 5 stars
1689,"  This SD isn't working Showing installed but during installation some apps ,photos, files etc it is not taking an part fix action. Directly store to Internal storage",4.0 out of 5 stars
1690,  Rich in quality. Has high data transfer rate. Could copy big files like 5 Gb in less than a minute.,5.0 out of 5 stars
1691,  Like it,5.0 out of 5 stars
1692,  I got this product for Rs. 1300 on Prime day deal. This is very good product. You can buy without fear,5.0 out of 5 stars
